product_id,name,category,price,stock,min_reorder
PRD-1469,Salt Brand-6,Bakery,37.06,37,15
PRD-1470,Milk Brand-43,Produce,11.21,52,26
PRD-1471,Salt Brand-9,Cleaning,36.61,52,24
PRD-1472,Cooking Oil Brand-9,Cleaning,42.13,40,26
PRD-1473,Bread Brand-21,Canned Goods,30.33,3,26
PRD-1474,Biscuits Brand-40,Personal Care,28.36,60,13
PRD-1475,Flour Brand-21,Beverages,2.78,84,30
PRD-1476,Apples Brand-19,Cleaning,21.97,99,14
PRD-1477,Salt Brand-23,Canned Goods,13.31,7,15
PRD-1478,Apples Brand-1,Produce,8.01,21,29
PRD-1479,Biscuits Brand-26,Dairy,25.77,6,25
PRD-1480,Salt Brand-10,Canned Goods,4.66,61,20
PRD-1481,Milk Brand-22,Produce,18.42,65,30
PRD-1482,Juice Brand-33,Canned Goods,22.82,24,21
PRD-1483,Flour Brand-9,Cleaning,19.86,63,16
PRD-1484,Biscuits Brand-40,Meat,33.74,94,10
PRD-1485,Milk Brand-46,Beverages,6.89,45,30
PRD-1486,Biscuits Brand-9,Cleaning,26.26,10,25
PRD-1487,Sugar Brand-32,Bakery,38.92,81,16
PRD-1488,Biscuits Brand-14,Canned Goods,28.09,38,21
PRD-1489,Chicken Brand-1,Produce,20.52,86,13
PRD-1490,Cooking Oil Brand-46,Produce,31.15,22,12
PRD-1491,Salt Brand-45,Beverages,39.5,16,12
PRD-1492,Sugar Brand-42,Dairy,23.6,7,24
PRD-1493,Chicken Brand-30,Canned Goods,39.77,41,14
PRD-1494,Bread Brand-35,Canned Goods,39.38,37,26
PRD-1495,Chicken Brand-24,Beverages,32.66,83,12
PRD-1496,Cooking Oil Brand-41,Cleaning,9.84,60,18
PRD-1497,Salt Brand-50,Personal Care,7.26,2,27
PRD-1498,Apples Brand-43,Canned Goods,38.25,73,26
PRD-1499,Bread Brand-5,Meat,15.86,24,22
PRD-1500,Cooking Oil Brand-9,Bakery,13.02,21,16
PRD-1501,Flour Brand-2,Meat,40.78,31,15
PRD-1502,Cooking Oil Brand-11,Bakery,23.64,25,29
PRD-1503,Apples Brand-2,Bakery,16.13,8,13
PRD-1504,Biscuits Brand-16,Meat,22.33,36,26
